Microsoft Windows [Versión 10.0.19045.5011]
(c) Microsoft Corporation. Todos los derechos reservados.

C:\Users\iramb>mysqlsh
MySQL Shell 8.0.38

Copyright (c) 2016, 2024, Oracle and/or its affiliates.
Oracle is a registered trademark of Oracle Corporation and/or its affiliates.
Other names may be trademarks of their respective owners.

Type '\help' or '\?' for help; '\quit' to exit.
 MySQL  JS > \sql
Switching to SQL mode... Commands end with ;
 MySQL  SQL > \connect --mc root@localhost
Creating a Classic session to 'root@localhost'
Fetching global names for auto-completion... Press ^C to stop.
Your MySQL connection id is 62
Server version: 8.0.39 MySQL Community Server - GPL
No default schema selected; type \use <schema> to set one.
 MySQL  localhost:3306 ssl  SQL > use sakila
Default schema set to `sakila`.
Fetching global names, object names from `sakila` for auto-completion... Press ^C to stop.
 MySQL  localhost:3306 ssl  sakila  SQL > SELECT a.customer_id, a.first_name, a.last_name, b.amount FROM customer a
                                       -> INNER JOIN payment b on a.customer_id = b.customer_id;
+-------------+------------+-----------+--------+
| customer_id | first_name | last_name | amount |
|           3 | LINDA      | WILLIAMS  |   3.99 |
|           3 | LINDA      | WILLIAMS  |   2.99 |
|           3 | LINDA      | WILLIAMS  |   4.99 |
|           3 | LINDA      | WILLIAMS  |   5.99 |
|           3 | LINDA      | WILLIAMS  |   4.99 |
|           3 | LINDA      | WILLIAMS  |   8.99 |
|           3 | LINDA      | WILLIAMS  |   2.99 |
|           3 | LINDA      | WILLIAMS  |   8.99 |
|           3 | LINDA      | WILLIAMS  |   0.99 |
|           3 | LINDA      | WILLIAMS  |   2.99 |
|           4 | BARBARA    | JONES     |   4.99 |
|           4 | BARBARA    | JONES     |   0.99 |
|           4 | BARBARA    | JONES     |   2.99 |
|           4 | BARBARA    | JONES     |   0.99 |
|           4 | BARBARA    | JONES     |   0.99 |
|           4 | BARBARA    | JONES     |   5.99 |
|           4 | BARBARA    | JONES     |   2.99 |
|           4 | BARBARA    | JONES     |   2.99 |
|           4 | BARBARA    | JONES     |   3.99 |
|           4 | BARBARA    | JONES     |   5.99 |
|           4 | BARBARA    | JONES     |   5.99 |
|           4 | BARBARA    | JONES     |   0.99 |
|           4 | BARBARA    | JONES     |   2.99 |
|           4 | BARBARA    | JONES     |   4.99 |
|           4 | BARBARA    | JONES     |   2.99 |
|           4 | BARBARA    | JONES     |   8.99 |
|           4 | BARBARA    | JONES     |   1.99 |
|           4 | BARBARA    | JONES     |   2.99 |
|           4 | BARBARA    | JONES     |   6.99 |
|           4 | BARBARA    | JONES     |   4.99 |
|           4 | BARBARA    | JONES     |   2.99 |
|           4 | BARBARA    | JONES     |   1.99 |
|           5 | ELIZABETH  | BROWN     |   0.99 |
|           5 | ELIZABETH  | BROWN     |   6.99 |
|           5 | ELIZABETH  | BROWN     |   1.99 |
|           5 | ELIZABETH  | BROWN     |   3.99 |
|           5 | ELIZABETH  | BROWN     |   2.99 |
|           5 | ELIZABETH  | BROWN     |   4.99 |
|           5 | ELIZABETH  | BROWN     |   2.99 |
|           5 | ELIZABETH  | BROWN     |   4.99 |
|           5 | ELIZABETH  | BROWN     |   4.99 |
|           5 | ELIZABETH  | BROWN     |   2.99 |
|           5 | ELIZABETH  | BROWN     |   4.99 |
|           5 | ELIZABETH  | BROWN     |   5.99 |
|           5 | ELIZABETH  | BROWN     |   1.99 |
|           5 | ELIZABETH  | BROWN     |   0.99 |
|           5 | ELIZABETH  | BROWN     |   8.99 |
|           5 | ELIZABETH  | BROWN     |   3.99 |
|           5 | ELIZABETH  | BROWN     |   4.99 |
|           5 | ELIZABETH  | BROWN     |   0.99 |
|           5 | ELIZABETH  | BROWN     |   0.99 |
|           5 | ELIZABETH  | BROWN     |   3.99 |
|           5 | ELIZABETH  | BROWN     |   2.99 |
|           5 | ELIZABETH  | BROWN     |   1.99 |
|           5 | ELIZABETH  | BROWN     |   4.99 |
|           5 | ELIZABETH  | BROWN     |   3.99 |
|           5 | ELIZABETH  | BROWN     |   4.99 |
|           5 | ELIZABETH  | BROWN     |   0.99 |
|           5 | ELIZABETH  | BROWN     |   4.99 |
|           5 | ELIZABETH  | BROWN     |   4.99 |
|           5 | ELIZABETH  | BROWN     |   3.99 |
|           5 | ELIZABETH  | BROWN     |   9.99 |
|           5 | ELIZABETH  | BROWN     |   2.99 |
|           5 | ELIZABETH  | BROWN     |   1.99 |
|           5 | ELIZABETH  | BROWN     |   0.99 |
|           5 | ELIZABETH  | BROWN     |   6.99 |
|           5 | ELIZABETH  | BROWN     |   6.99 |
|           5 | ELIZABETH  | BROWN     |   2.99 |
|           5 | ELIZABETH  | BROWN     |   0.99 |
|           5 | ELIZABETH  | BROWN     |   0.99 |
|           6 | JENNIFER   | DAVIS     |   4.99 |
|           6 | JENNIFER   | DAVIS     |   2.99 |
|           6 | JENNIFER   | DAVIS     |   0.99 |
|           6 | JENNIFER   | DAVIS     |   3.99 |
|           6 | JENNIFER   | DAVIS     |   2.99 |
|           6 | JENNIFER   | DAVIS     |   0.99 |
|           6 | JENNIFER   | DAVIS     |   0.99 |
|           6 | JENNIFER   | DAVIS     |   0.99 |
|           6 | JENNIFER   | DAVIS     |   2.99 |
|           6 | JENNIFER   | DAVIS     |   0.99 |
|           6 | JENNIFER   | DAVIS     |   5.99 |
|           6 | JENNIFER   | DAVIS     |   7.99 |
|           6 | JENNIFER   | DAVIS     |   0.99 |
|           6 | JENNIFER   | DAVIS     |   2.99 |
|           6 | JENNIFER   | DAVIS     |   2.99 |
|           6 | JENNIFER   | DAVIS     |   0.99 |
|           6 | JENNIFER   | DAVIS     |   2.99 |
|           6 | JENNIFER   | DAVIS     |   2.99 |
|           6 | JENNIFER   | DAVIS     |   3.99 |
|           6 | JENNIFER   | DAVIS     |   6.99 |
|           6 | JENNIFER   | DAVIS     |   0.99 |
|           6 | JENNIFER   | DAVIS     |   0.99 |
|           6 | JENNIFER   | DAVIS     |   2.99 |
|           6 | JENNIFER   | DAVIS     |   6.99 |
|           6 | JENNIFER   | DAVIS     |   7.99 |
|           6 | JENNIFER   | DAVIS     |   4.99 |
|           6 | JENNIFER   | DAVIS     |   5.99 |
|           6 | JENNIFER   | DAVIS     |   0.99 |
|           7 | MARIA      | MILLER    |   5.99 |
|           7 | MARIA      | MILLER    |   0.99 |
|           7 | MARIA      | MILLER    |   2.99 |
|           7 | MARIA      | MILLER    |   4.99 |
|           7 | MARIA      | MILLER    |   5.99 |
|           7 | MARIA      | MILLER    |   0.99 |
|           7 | MARIA      | MILLER    |   2.99 |
|           7 | MARIA      | MILLER    |   0.99 |
|           7 | MARIA      | MILLER    |   4.99 |
|           7 | MARIA      | MILLER    |   0.99 |
|           7 | MARIA      | MILLER    |   5.99 |
|           7 | MARIA      | MILLER    |   2.99 |
|           7 | MARIA      | MILLER    |   5.99 |
|           7 | MARIA      | MILLER    |   4.99 |
|           7 | MARIA      | MILLER    |   8.99 |
|           7 | MARIA      | MILLER    |   7.99 |
|           7 | MARIA      | MILLER    |   1.99 |
|           7 | MARIA      | MILLER    |   2.99 |
|           7 | MARIA      | MILLER    |   3.99 |
|           7 | MARIA      | MILLER    |   5.99 |
|           7 | MARIA      | MILLER    |   7.99 |
|           7 | MARIA      | MILLER    |   6.99 |
|           7 | MARIA      | MILLER    |   5.99 |
|           7 | MARIA      | MILLER    |   4.99 |
|           7 | MARIA      | MILLER    |   4.99 |
|           7 | MARIA      | MILLER    |   3.99 |
|           7 | MARIA      | MILLER    |   7.99 |
|           7 | MARIA      | MILLER    |   8.99 |
|           7 | MARIA      | MILLER    |   2.99 |
|           7 | MARIA      | MILLER    |   2.99 |
|           7 | MARIA      | MILLER    |   2.99 |
|           7 | MARIA      | MILLER    |   0.99 |
|           7 | MARIA      | MILLER    |   5.99 |
|           8 | SUSAN      | WILSON    |   6.99 |
|           8 | SUSAN      | WILSON    |   2.99 |
|           8 | SUSAN      | WILSON    |   5.99 |
|           8 | SUSAN      | WILSON    |   4.99 |
|           8 | SUSAN      | WILSON    |   5.99 |
|           8 | SUSAN      | WILSON    |   0.99 |
|           8 | SUSAN      | WILSON    |   2.99 |
|           8 | SUSAN      | WILSON    |   3.99 |
|           8 | SUSAN      | WILSON    |   3.99 |
|           8 | SUSAN      | WILSON    |   2.99 |
|           8 | SUSAN      | WILSON    |   2.99 |
|           8 | SUSAN      | WILSON    |   4.99 |
|           8 | SUSAN      | WILSON    |   0.99 |
|           8 | SUSAN      | WILSON    |   1.99 |
|           8 | SUSAN      | WILSON    |   2.99 |
|           8 | SUSAN      | WILSON    |   0.99 |
|           8 | SUSAN      | WILSON    |   2.99 |
|           8 | SUSAN      | WILSON    |   9.99 |
|           8 | SUSAN      | WILSON    |   2.99 |
|           8 | SUSAN      | WILSON    |   2.99 |
|           8 | SUSAN      | WILSON    |   0.99 |
|           8 | SUSAN      | WILSON    |   7.99 |
|           8 | SUSAN      | WILSON    |   2.99 |
|           8 | SUSAN      | WILSON    |   4.99 |
|           9 | MARGARET   | MOORE     |   4.99 |
|           9 | MARGARET   | MOORE     |   0.99 |
|           9 | MARGARET   | MOORE     |   4.99 |
|           9 | MARGARET   | MOORE     |   7.99 |
|           9 | MARGARET   | MOORE     |   4.99 |
|           9 | MARGARET   | MOORE     |   2.99 |
|           9 | MARGARET   | MOORE     |   0.99 |
|           9 | MARGARET   | MOORE     |   1.99 |
|           9 | MARGARET   | MOORE     |   2.99 |
|           9 | MARGARET   | MOORE     |   4.99 |
|           9 | MARGARET   | MOORE     |   5.99 |
|           9 | MARGARET   | MOORE     |   0.99 |
|           9 | MARGARET   | MOORE     |   2.99 |
|           9 | MARGARET   | MOORE     |   4.99 |
|           9 | MARGARET   | MOORE     |   0.99 |
|           9 | MARGARET   | MOORE     |   4.99 |
|           9 | MARGARET   | MOORE     |   5.99 |
|           9 | MARGARET   | MOORE     |   0.99 |
|           9 | MARGARET   | MOORE     |   2.99 |
|           9 | MARGARET   | MOORE     |   2.99 |
|           9 | MARGARET   | MOORE     |   4.99 |
|           9 | MARGARET   | MOORE     |   7.99 |
|           9 | MARGARET   | MOORE     |   4.99 |
|          10 | DOROTHY    | TAYLOR    |   4.99 |
|          10 | DOROTHY    | TAYLOR    |   4.99 |
|          10 | DOROTHY    | TAYLOR    |   4.99 |
|          10 | DOROTHY    | TAYLOR    |   3.99 |
|          10 | DOROTHY    | TAYLOR    |   0.99 |
|          10 | DOROTHY    | TAYLOR    |   0.99 |
|          10 | DOROTHY    | TAYLOR    |   3.99 |
|          10 | DOROTHY    | TAYLOR    |   4.99 |
|          10 | DOROTHY    | TAYLOR    |   1.99 |
|          10 | DOROTHY    | TAYLOR    |   7.99 |
|          10 | DOROTHY    | TAYLOR    |   2.99 |
|          10 | DOROTHY    | TAYLOR    |   0.99 |
|          10 | DOROTHY    | TAYLOR    |   2.99 |
|          10 | DOROTHY    | TAYLOR    |   2.99 |
|          10 | DOROTHY    | TAYLOR    |   6.99 |
|          10 | DOROTHY    | TAYLOR    |   4.99 |
|          10 | DOROTHY    | TAYLOR    |   4.99 |
|          10 | DOROTHY    | TAYLOR    |   8.99 |
|          10 | DOROTHY    | TAYLOR    |   2.99 |
|          10 | DOROTHY    | TAYLOR    |   0.99 |
|          10 | DOROTHY    | TAYLOR    |   2.99 |
|          10 | DOROTHY    | TAYLOR    |   2.99 |
|          10 | DOROTHY    | TAYLOR    |   4.99 |
|          10 | DOROTHY    | TAYLOR    |   2.99 |
|          10 | DOROTHY    | TAYLOR    |   5.99 |
|          11 | LISA       | ANDERSON  |   6.99 |
|          11 | LISA       | ANDERSON  |   6.99 |
|          11 | LISA       | ANDERSON  |   7.99 |
|          11 | LISA       | ANDERSON  |   0.99 |
|          11 | LISA       | ANDERSON  |   2.99 |
|          11 | LISA       | ANDERSON  |   4.99 |
|          11 | LISA       | ANDERSON  |   5.99 |
|          11 | LISA       | ANDERSON  |   6.99 |
|          11 | LISA       | ANDERSON  |   4.99 |
|          11 | LISA       | ANDERSON  |   4.99 |
|          11 | LISA       | ANDERSON  |   2.99 |
|          11 | LISA       | ANDERSON  |   1.99 |
|          11 | LISA       | ANDERSON  |   0.99 |
|          11 | LISA       | ANDERSON  |   9.99 |
|          11 | LISA       | ANDERSON  |   6.99 |
|          11 | LISA       | ANDERSON  |   4.99 |
|          11 | LISA       | ANDERSON  |   6.99 |
|          11 | LISA       | ANDERSON  |   0.99 |
|          11 | LISA       | ANDERSON  |   5.99 |
|          11 | LISA       | ANDERSON  |   0.99 |
|          11 | LISA       | ANDERSON  |   4.99 |
|          11 | LISA       | ANDERSON  |   0.99 |
|          11 | LISA       | ANDERSON  |   2.99 |
|          11 | LISA       | ANDERSON  |   0.99 |
|          12 | NANCY      | THOMAS    |   4.99 |
|          12 | NANCY      | THOMAS    |   4.99 |
|          12 | NANCY      | THOMAS    |   5.99 |
|          12 | NANCY      | THOMAS    |   5.99 |
|          12 | NANCY      | THOMAS    |   5.99 |
|          12 | NANCY      | THOMAS    |   4.99 |
|          12 | NANCY      | THOMAS    |   2.99 |
|          12 | NANCY      | THOMAS    |   0.99 |
|          12 | NANCY      | THOMAS    |   3.99 |
|          12 | NANCY      | THOMAS    |   0.99 |
|          12 | NANCY      | THOMAS    |   0.99 |
|          12 | NANCY      | THOMAS    |   0.99 |
|          12 | NANCY      | THOMAS    |   3.99 |
|          12 | NANCY      | THOMAS    |   2.99 |
|          12 | NANCY      | THOMAS    |   0.99 |
|          12 | NANCY      | THOMAS    |   0.99 |
|          12 | NANCY      | THOMAS    |   0.99 |
|          12 | NANCY      | THOMAS    |   4.99 |
|          12 | NANCY      | THOMAS    |   5.99 |
|          12 | NANCY      | THOMAS    |   5.99 |
|          12 | NANCY      | THOMAS    |   5.99 |
|          12 | NANCY      | THOMAS    |  10.99 |
|          12 | NANCY      | THOMAS    |   0.99 |
|          12 | NANCY      | THOMAS    |   4.99 |
|          12 | NANCY      | THOMAS    |   0.99 |
|          12 | NANCY      | THOMAS    |   2.99 |
|          12 | NANCY      | THOMAS    |   4.99 |
|          12 | NANCY      | THOMAS    |   0.99 |
|          13 | KAREN      | JACKSON   |   2.99 |
|          13 | KAREN      | JACKSON   |   4.99 |
|          13 | KAREN      | JACKSON   |   2.99 |
|          13 | KAREN      | JACKSON   |   8.99 |
|          13 | KAREN      | JACKSON   |   2.99 |
|          13 | KAREN      | JACKSON   |   8.99 |
|          13 | KAREN      | JACKSON   |   2.99 |
|          13 | KAREN      | JACKSON   |   0.99 |
|          13 | KAREN      | JACKSON   |   2.99 |
|          13 | KAREN      | JACKSON   |   2.99 |
|          13 | KAREN      | JACKSON   |   2.99 |
|          13 | KAREN      | JACKSON   |  11.99 |
|          13 | KAREN      | JACKSON   |   9.99 |
|          13 | KAREN      | JACKSON   |   0.99 |
|          13 | KAREN      | JACKSON   |   0.99 |
|          13 | KAREN      | JACKSON   |   7.99 |
|          13 | KAREN      | JACKSON   |   4.99 |
|          13 | KAREN      | JACKSON   |   4.99 |
|          13 | KAREN      | JACKSON   |   0.99 |
|          13 | KAREN      | JACKSON   |   5.99 |
|          13 | KAREN      | JACKSON   |   7.99 |
|          13 | KAREN      | JACKSON   |   4.99 |
|          13 | KAREN      | JACKSON   |   0.99 |
|          13 | KAREN      | JACKSON   |   0.99 |
|          13 | KAREN      | JACKSON   |   9.99 |
|          13 | KAREN      | JACKSON   |   7.99 |
|          13 | KAREN      | JACKSON   |   4.99 |
|          14 | BETTY      | WHITE     |   0.99 |
|          14 | BETTY      | WHITE     |   9.99 |
|          14 | BETTY      | WHITE     |   5.99 |
|          14 | BETTY      | WHITE     |   2.99 |
|          14 | BETTY      | WHITE     |   0.99 |
|          14 | BETTY      | WHITE     |   4.99 |
|          14 | BETTY      | WHITE     |   2.99 |
|          14 | BETTY      | WHITE     |   0.99 |
|          14 | BETTY      | WHITE     |   0.99 |
|          14 | BETTY      | WHITE     |   7.99 |
|          14 | BETTY      | WHITE     |   4.99 |
|          14 | BETTY      | WHITE     |   7.99 |
|          14 | BETTY      | WHITE     |   6.99 |
|          14 | BETTY      | WHITE     |   0.99 |
|          14 | BETTY      | WHITE     |   3.99 |
|          14 | BETTY      | WHITE     |   4.99 |
|          14 | BETTY      | WHITE     |   4.99 |
|          14 | BETTY      | WHITE     |   2.99 |
|          14 | BETTY      | WHITE     |   2.99 |
|          14 | BETTY      | WHITE     |   6.99 |
|          14 | BETTY      | WHITE     |   4.99 |
|          14 | BETTY      | WHITE     |   3.99 |
|          14 | BETTY      | WHITE     |   2.99 |
|          14 | BETTY      | WHITE     |   4.99 |
|          14 | BETTY      | WHITE     |   6.99 |
|          14 | BETTY      | WHITE     |   0.99 |
|          14 | BETTY      | WHITE     |   0.99 |
|          14 | BETTY      | WHITE     |   4.99 |
|          15 | HELEN      | HARRIS    |   2.99 |
|          15 | HELEN      | HARRIS    |   5.99 |
|          15 | HELEN      | HARRIS    |   0.99 |
|          15 | HELEN      | HARRIS    |   7.99 |
|          15 | HELEN      | HARRIS    |   5.99 |
|          15 | HELEN      | HARRIS    |   2.99 |
|          15 | HELEN      | HARRIS    |   2.99 |
|          15 | HELEN      | HARRIS    |   4.99 |
|          15 | HELEN      | HARRIS    |   0.99 |
|          15 | HELEN      | HARRIS    |   6.99 |
|          15 | HELEN      | HARRIS    |   4.99 |
|          15 | HELEN      | HARRIS    |   2.99 |
|          15 | HELEN      | HARRIS    |   2.99 |
|          15 | HELEN      | HARRIS    |   2.99 |
|          15 | HELEN      | HARRIS    |   2.99 |
|          15 | HELEN      | HARRIS    |   2.99 |
|          15 | HELEN      | HARRIS    |   7.99 |
|          15 | HELEN      | HARRIS    |   2.99 |
|          15 | HELEN      | HARRIS    |   2.99 |
|          15 | HELEN      | HARRIS    |   2.99 |
|          15 | HELEN      | HARRIS    |   8.99 |
|          15 | HELEN      | HARRIS    |   5.99 |
|          15 | HELEN      | HARRIS    |   5.99 |
|          15 | HELEN      | HARRIS    |   4.99 |
|          15 | HELEN      | HARRIS    |   3.99 |
|          15 | HELEN      | HARRIS    |   0.99 |
|          15 | HELEN      | HARRIS    |   4.99 |
|          15 | HELEN      | HARRIS    |   8.99 |
|          15 | HELEN      | HARRIS    |   0.99 |
|          15 | HELEN      | HARRIS    |   4.99 |
|          15 | HELEN      | HARRIS    |   3.98 |
|          15 | HELEN      | HARRIS    |   0.00 |
|          16 | SANDRA     | MARTIN    |   3.99 |
|          16 | SANDRA     | MARTIN    |   2.99 |
|          16 | SANDRA     | MARTIN    |   0.99 |
|          16 | SANDRA     | MARTIN    |   2.99 |
|          16 | SANDRA     | MARTIN    |   6.99 |
|          16 | SANDRA     | MARTIN    |   7.99 |
|          16 | SANDRA     | MARTIN    |   7.99 |
|          16 | SANDRA     | MARTIN    |   0.99 |
|          16 | SANDRA     | MARTIN    |   0.99 |
|          16 | SANDRA     | MARTIN    |   2.99 |
|          16 | SANDRA     | MARTIN    |   3.99 |
|          16 | SANDRA     | MARTIN    |   4.99 |
|          16 | SANDRA     | MARTIN    |   4.99 |
|          16 | SANDRA     | MARTIN    |   0.99 |
|          16 | SANDRA     | MARTIN    |   2.99 |
|          16 | SANDRA     | MARTIN    |   5.99 |
|          16 | SANDRA     | MARTIN    |   0.99 |
|          16 | SANDRA     | MARTIN    |   5.99 |
|          16 | SANDRA     | MARTIN    |   2.99 |
|          16 | SANDRA     | MARTIN    |   2.99 |
|          16 | SANDRA     | MARTIN    |   0.99 |
|          16 | SANDRA     | MARTIN    |   2.99 |
|          16 | SANDRA     | MARTIN    |   4.99 |
|          16 | SANDRA     | MARTIN    |   7.99 |
|          16 | SANDRA     | MARTIN    |   4.99 |
|          16 | SANDRA     | MARTIN    |   4.99 |
|          16 | SANDRA     | MARTIN    |   6.99 |
|          16 | SANDRA     | MARTIN    |   8.99 |
|          17 | DONNA      | THOMPSON  |   2.99 |
|          17 | DONNA      | THOMPSON  |   2.99 |
|          17 | DONNA      | THOMPSON  |   4.99 |
|          17 | DONNA      | THOMPSON  |   5.99 |
|          17 | DONNA      | THOMPSON  |   8.99 |
|          17 | DONNA      | THOMPSON  |   5.99 |
|          17 | DONNA      | THOMPSON  |   3.99 |
|          17 | DONNA      | THOMPSON  |   3.99 |
|          17 | DONNA      | THOMPSON  |   1.99 |
|          17 | DONNA      | THOMPSON  |   8.99 |
|          17 | DONNA      | THOMPSON  |   2.99 |
|          17 | DONNA      | THOMPSON  |   8.99 |
|          17 | DONNA      | THOMPSON  |   2.99 |
|          17 | DONNA      | THOMPSON  |   8.99 |
|          17 | DONNA      | THOMPSON  |   0.99 |
|          17 | DONNA      | THOMPSON  |   4.99 |
|          17 | DONNA      | THOMPSON  |   2.99 |
|          17 | DONNA      | THOMPSON  |   2.99 |
|          17 | DONNA      | THOMPSON  |   2.99 |
|          17 | DONNA      | THOMPSON  |   2.99 |
|          17 | DONNA      | THOMPSON  |   5.99 |
|          18 | CAROL      | GARCIA    |   2.99 |
|          18 | CAROL      | GARCIA    |   4.99 |
|          18 | CAROL      | GARCIA    |   4.99 |
|          18 | CAROL      | GARCIA    |   5.99 |
|          18 | CAROL      | GARCIA    |   4.99 |
|          18 | CAROL      | GARCIA    |   5.99 |
|          18 | CAROL      | GARCIA    |   8.99 |
|          18 | CAROL      | GARCIA    |   3.99 |
|          18 | CAROL      | GARCIA    |   3.99 |
|          18 | CAROL      | GARCIA    |   3.99 |
|          18 | CAROL      | GARCIA    |   2.99 |
|          18 | CAROL      | GARCIA    |   0.99 |
|          18 | CAROL      | GARCIA    |   2.99 |
|          18 | CAROL      | GARCIA    |   4.99 |
|          18 | CAROL      | GARCIA    |   4.99 |
|          18 | CAROL      | GARCIA    |   4.99 |
|          18 | CAROL      | GARCIA    |   4.99 |
|          18 | CAROL      | GARCIA    |   1.99 |
|          18 | CAROL      | GARCIA    |   4.99 |
|          18 | CAROL      | GARCIA    |   4.99 |
|          18 | CAROL      | GARCIA    |   0.99 |
|          18 | CAROL      | GARCIA    |   0.99 |
|          19 | RUTH       | MARTINEZ  |   0.99 |
|          19 | RUTH       | MARTINEZ  |   9.99 |
|          19 | RUTH       | MARTINEZ  |   6.99 |
|          19 | RUTH       | MARTINEZ  |   2.99 |
|          19 | RUTH       | MARTINEZ  |   2.99 |
|          19 | RUTH       | MARTINEZ  |   2.99 |
|          19 | RUTH       | MARTINEZ  |   2.99 |
|          19 | RUTH       | MARTINEZ  |   2.99 |
|          19 | RUTH       | MARTINEZ  |   2.99 |
|          19 | RUTH       | MARTINEZ  |   4.99 |
|          19 | RUTH       | MARTINEZ  |   4.99 |
|          19 | RUTH       | MARTINEZ  |   5.99 |
|          19 | RUTH       | MARTINEZ  |   0.99 |
|          19 | RUTH       | MARTINEZ  |   9.99 |
|          19 | RUTH       | MARTINEZ  |   7.99 |
|          19 | RUTH       | MARTINEZ  |   8.99 |
|          19 | RUTH       | MARTINEZ  |   5.99 |
|          19 | RUTH       | MARTINEZ  |   9.99 |
